Month,FY,Store,Metric,Amount,AmountUnit
2023-Nov,FY 2023-24,SKO,Utility Cost,1.95,Rs. Lakhs
2023-Nov,FY 2023-24,JAP,Utility Cost,1.19,Rs. Lakhs
2023-Nov,FY 2023-24,DWR,Utility Cost,1.38,Rs. Lakhs
2023-Nov,FY 2023-24,AVK,Utility Cost,0.68,Rs. Lakhs
2023-Nov,FY 2023-24,CYG,Utility Cost,0.95,Rs. Lakhs
2023-Nov,FY 2023-24,NSS,Utility Cost,1.37,Rs. Lakhs
2023-Nov,FY 2023-24,GEB,Utility Cost,1.15,Rs. Lakhs
2023-Nov,FY 2023-24,ROH,Utility Cost,0.86,Rs. Lakhs
2023-Nov,FY 2023-24,EKL,Utility Cost,2.05,Rs. Lakhs
2023-Nov,FY 2023-24,PBF,Utility Cost,0.77,Rs. Lakhs
2023-Nov,FY 2023-24,IHY,Utility Cost,1.16,Rs. Lakhs
2023-Nov,FY 2023-24,SCH,Utility Cost,0.98,Rs. Lakhs
2023-Nov,FY 2023-24,LTP,Utility Cost,1.26,Rs. Lakhs
2023-Nov,FY 2023-24,FSM,Utility Cost,0.72,Rs. Lakhs
2023-Nov,FY 2023-24,GSM,Utility Cost,0.84,Rs. Lakhs
2023-Nov,FY 2023-24,PPM,Utility Cost,0.84,Rs. Lakhs
2023-Nov,FY 2023-24,FLM,Utility Cost,1.14,Rs. Lakhs
2023-Nov,FY 2023-24,FDN,Utility Cost,2.33,Rs. Lakhs
2023-Nov,FY 2023-24,DTK,Utility Cost,1.21,Rs. Lakhs
2023-Nov,FY 2023-24,AKA,Utility Cost,1.2,Rs. Lakhs
2023-Nov,FY 2023-24,DLP,Utility Cost,0.62,Rs. Lakhs
2023-Nov,FY 2023-24,EXA,Utility Cost,0.93,Rs. Lakhs
2023-Nov,FY 2023-24,EGL,Rent,1.32,Rs. Lakhs
2023-Nov,FY 2023-24,ITPL,Rent,6.09,Rs. Lakhs
2023-Nov,FY 2023-24,DIV,Rent,2.05,Rs. Lakhs
2023-Nov,FY 2023-24,IND,Rent,1.63,Rs. Lakhs
2023-Nov,FY 2023-24,BAG,Rent,3.12,Rs. Lakhs
2023-Nov,FY 2023-24,MAN,Rent,2.36,Rs. Lakhs
2023-Nov,FY 2023-24,MTP,Rent,1.13,Rs. Lakhs
2023-Nov,FY 2023-24,ARK,Rent,1.48,Rs. Lakhs
2023-Nov,FY 2023-24,HSR,Rent,2.07,Rs. Lakhs
2023-Nov,FY 2023-24,CVR,Rent,0.2,Rs. Lakhs
2023-Nov,FY 2023-24,ORW,Rent,4.28,Rs. Lakhs
2023-Nov,FY 2023-24,EST,Rent,1.45,Rs. Lakhs
2023-Nov,FY 2023-24,JPN,Rent,3.83,Rs. Lakhs
2023-Nov,FY 2023-24,SYH,Rent,2.07,Rs. Lakhs
2023-Nov,FY 2023-24,ETF,Rent,1.71,Rs. Lakhs
2023-Nov,FY 2023-24,ECN,Rent,2.2,Rs. Lakhs
2023-Nov,FY 2023-24,RGA,Rent,1.42,Rs. Lakhs
2023-Nov,FY 2023-24,KCK,Rent,0.37,Rs. Lakhs
2023-Nov,FY 2023-24,BVG,Rent,1.34,Rs. Lakhs
2023-Nov,FY 2023-24,CLA,Rent,0.35,Rs. Lakhs
2023-Nov,FY 2023-24,IBC,Rent,0.76,Rs. Lakhs
2023-Nov,FY 2023-24,BTG,Rent,2.19,Rs. Lakhs
2023-Nov,FY 2023-24,ECT,Rent,1.6,Rs. Lakhs
2023-Nov,FY 2023-24,RRR,Rent,2.06,Rs. Lakhs
2023-Nov,FY 2023-24,SHV,Rent,1.42,Rs. Lakhs
2023-Nov,FY 2023-24,VBP,Rent,2.67,Rs. Lakhs
2023-Nov,FY 2023-24,ADM,Rent,4.39,Rs. Lakhs
2023-Nov,FY 2023-24,SFC,Rent,0.46,Rs. Lakhs
2023-Nov,FY 2023-24,SCK,Rent,0.4,Rs. Lakhs
2023-Nov,FY 2023-24,SES,Rent,0.32,Rs. Lakhs
2023-Nov,FY 2023-24,JIG,Rent,1.45,Rs. Lakhs
2023-Nov,FY 2023-24,GCN,Rent,2.16,Rs. Lakhs
2023-Nov,FY 2023-24,ANN,Rent,3.5,Rs. Lakhs
2023-Nov,FY 2023-24,SKO,Rent,2.7,Rs. Lakhs
2023-Nov,FY 2023-24,JAP,Rent,0.35,Rs. Lakhs
2023-Nov,FY 2023-24,DWR,Rent,0.35,Rs. Lakhs
2023-Nov,FY 2023-24,AVK,Rent,1.92,Rs. Lakhs
2023-Nov,FY 2023-24,CYG,Rent,2.22,Rs. Lakhs
2023-Nov,FY 2023-24,NSS,Rent,0.42,Rs. Lakhs
2023-Nov,FY 2023-24,GEB,Rent,0.64,Rs. Lakhs
2023-Nov,FY 2023-24,ROH,Rent,0.45,Rs. Lakhs
2023-Nov,FY 2023-24,EKL,Rent,3.54,Rs. Lakhs
2023-Nov,FY 2023-24,PBF,Rent,1.79,Rs. Lakhs
2023-Nov,FY 2023-24,IHY,Rent,5.46,Rs. Lakhs
2023-Nov,FY 2023-24,SCH,Rent,5.04,Rs. Lakhs
2023-Nov,FY 2023-24,LTP,Rent,2.09,Rs. Lakhs
2023-Nov,FY 2023-24,FSM,Rent,3.19,Rs. Lakhs
2023-Nov,FY 2023-24,GSM,Rent,0.91,Rs. Lakhs
2023-Nov,FY 2023-24,PPM,Rent,1.54,Rs. Lakhs
2023-Nov,FY 2023-24,FLM,Rent,1.9,Rs. Lakhs
2023-Nov,FY 2023-24,FDN,Rent,2.64,Rs. Lakhs
2023-Nov,FY 2023-24,DTK,Rent,2.91,Rs. Lakhs
2023-Nov,FY 2023-24,AKA,Rent,1.03,Rs. Lakhs
2023-Nov,FY 2023-24,DLP,Rent,2.56,Rs. Lakhs
2023-Nov,FY 2023-24,EXA,Rent,3.64,Rs. Lakhs
2023-Nov,FY 2023-24,RMZ,CAM,0.19,Rs. Lakhs
2023-Nov,FY 2023-24,DIV,CAM,0.14,Rs. Lakhs
2023-Nov,FY 2023-24,BAG,CAM,0.3,Rs. Lakhs
2023-Nov,FY 2023-24,ORW,CAM,1.08,Rs. Lakhs
2023-Nov,FY 2023-24,EST,CAM,0.38,Rs. Lakhs
2023-Nov,FY 2023-24,ECN,CAM,0.43,Rs. Lakhs
2023-Nov,FY 2023-24,RGA,CAM,0.26,Rs. Lakhs
2023-Nov,FY 2023-24,BVG,CAM,0.12,Rs. Lakhs
2023-Nov,FY 2023-24,BTG,CAM,0.26,Rs. Lakhs
2023-Nov,FY 2023-24,RRR,CAM,0.44,Rs. Lakhs
2023-Nov,FY 2023-24,SHV,CAM,0.15,Rs. Lakhs
2023-Nov,FY 2023-24,VBP,CAM,0.47,Rs. Lakhs
2023-Nov,FY 2023-24,ADM,CAM,0.53,Rs. Lakhs
2023-Nov,FY 2023-24,SFC,CAM,0.05,Rs. Lakhs
2023-Nov,FY 2023-24,JIG,CAM,0.09,Rs. Lakhs
2023-Nov,FY 2023-24,GCN,CAM,0.69,Rs. Lakhs
2023-Nov,FY 2023-24,ANN,CAM,0.86,Rs. Lakhs
2023-Nov,FY 2023-24,SKO,CAM,1.03,Rs. Lakhs
2023-Nov,FY 2023-24,AVK,CAM,0.76,Rs. Lakhs
2023-Nov,FY 2023-24,CYG,CAM,0.97,Rs. Lakhs
2023-Nov,FY 2023-24,GEB,CAM,0.56,Rs. Lakhs
2023-Nov,FY 2023-24,PBF,CAM,0.57,Rs. Lakhs
2023-Nov,FY 2023-24,IHY,CAM,0.39,Rs. Lakhs
2023-Nov,FY 2023-24,SCH,CAM,0.52,Rs. Lakhs
2023-Nov,FY 2023-24,LTP,CAM,0.41,Rs. Lakhs
2023-Nov,FY 2023-24,FSM,CAM,0.57,Rs. Lakhs
2023-Nov,FY 2023-24,GSM,CAM,0.27,Rs. Lakhs
2023-Nov,FY 2023-24,PPM,CAM,0.43,Rs. Lakhs
2023-Nov,FY 2023-24,FLM,CAM,0.1,Rs. Lakhs
2023-Nov,FY 2023-24,FDN,CAM,0.28,Rs. Lakhs
2023-Nov,FY 2023-24,DTK,CAM,0.23,Rs. Lakhs
2023-Nov,FY 2023-24,AKA,CAM,0.59,Rs. Lakhs
2023-Nov,FY 2023-24,DLP,CAM,0.59,Rs. Lakhs
2023-Nov,FY 2023-24,EXA,CAM,0.59,Rs. Lakhs
2023-Nov,FY 2023-24,ITPL,Aggregator commission,9.34,Rs. Lakhs
2023-Nov,FY 2023-24,RMZ,Aggregator commission,1.47,Rs. Lakhs
2023-Nov,FY 2023-24,DIV,Aggregator commission,2.11,Rs. Lakhs
2023-Nov,FY 2023-24,IND,Aggregator commission,9.4,Rs. Lakhs
2023-Nov,FY 2023-24,BAG,Aggregator commission,3.09,Rs. Lakhs
2023-Nov,FY 2023-24,MAN,Aggregator commission,1.55,Rs. Lakhs
2023-Nov,FY 2023-24,ARK,Aggregator commission,6.62,Rs. Lakhs
2023-Nov,FY 2023-24,HSR,Aggregator commission,10.01,Rs. Lakhs
2023-Nov,FY 2023-24,ORW,Aggregator commission,2.25,Rs. Lakhs
2023-Nov,FY 2023-24,EST,Aggregator commission,3.94,Rs. Lakhs
2023-Nov,FY 2023-24,JPN,Aggregator commission,7.22,Rs. Lakhs
2023-Nov,FY 2023-24,SYH,Aggregator commission,6.68,Rs. Lakhs
2023-Nov,FY 2023-24,ECN,Aggregator commission,0.31,Rs. Lakhs
2023-Nov,FY 2023-24,RGA,Aggregator commission,3.37,Rs. Lakhs
2023-Nov,FY 2023-24,KCK,Aggregator commission,6.96,Rs. Lakhs
2023-Nov,FY 2023-24,BVG,Aggregator commission,3.54,Rs. Lakhs
2023-Nov,FY 2023-24,CLA,Aggregator commission,4.54,Rs. Lakhs
2023-Nov,FY 2023-24,IBC,Aggregator commission,2.94,Rs. Lakhs
2023-Nov,FY 2023-24,BTG,Aggregator commission,4.09,Rs. Lakhs
2023-Nov,FY 2023-24,ECT,Aggregator commission,3.66,Rs. Lakhs
2023-Nov,FY 2023-24,RRR,Aggregator commission,2.7,Rs. Lakhs
2023-Nov,FY 2023-24,SHV,Aggregator commission,4.39,Rs. Lakhs
2023-Nov,FY 2023-24,VBP,Aggregator commission,6.86,Rs. Lakhs
2023-Nov,FY 2023-24,ADM,Aggregator commission,10.43,Rs. Lakhs
2023-Nov,FY 2023-24,SFC,Aggregator commission,8.13,Rs. Lakhs
2023-Nov,FY 2023-24,SCK,Aggregator commission,8.33,Rs. Lakhs
2023-Nov,FY 2023-24,SES,Aggregator commission,4.46,Rs. Lakhs
2023-Nov,FY 2023-24,JIG,Aggregator commission,6.09,Rs. Lakhs
2023-Nov,FY 2023-24,GCN,Aggregator commission,4.19,Rs. Lakhs
2023-Nov,FY 2023-24,ANN,Aggregator commission,3.92,Rs. Lakhs
2023-Nov,FY 2023-24,SKO,Aggregator commission,4.56,Rs. Lakhs
2023-Nov,FY 2023-24,JAP,Aggregator commission,4.27,Rs. Lakhs
2023-Nov,FY 2023-24,DWR,Aggregator commission,4.19,Rs. Lakhs
2023-Nov,FY 2023-24,AVK,Aggregator commission,1.97,Rs. Lakhs
2023-Nov,FY 2023-24,CYG,Aggregator commission,2.87,Rs. Lakhs
2023-Nov,FY 2023-24,NSS,Aggregator commission,5.71,Rs. Lakhs
2023-Nov,FY 2023-24,GEB,Aggregator commission,3.28,Rs. Lakhs
2023-Nov,FY 2023-24,ROH,Aggregator commission,2.84,Rs. Lakhs
2023-Nov,FY 2023-24,EKL,Aggregator commission,6.13,Rs. Lakhs
2023-Nov,FY 2023-24,PBF,Aggregator commission,1.91,Rs. Lakhs
2023-Nov,FY 2023-24,IHY,Aggregator commission,3.08,Rs. Lakhs
2023-Nov,FY 2023-24,SCH,Aggregator commission,5.15,Rs. Lakhs
2023-Nov,FY 2023-24,LTP,Aggregator commission,3.08,Rs. Lakhs
2023-Nov,FY 2023-24,FSM,Aggregator commission,2.05,Rs. Lakhs
2023-Nov,FY 2023-24,GSM,Aggregator commission,2.61,Rs. Lakhs
2023-Nov,FY 2023-24,PPM,Aggregator commission,3.06,Rs. Lakhs
2023-Nov,FY 2023-24,FLM,Aggregator commission,3.24,Rs. Lakhs
2023-Nov,FY 2023-24,FDN,Aggregator commission,7.63,Rs. Lakhs
2023-Nov,FY 2023-24,DTK,Aggregator commission,4.38,Rs. Lakhs
2023-Nov,FY 2023-24,AKA,Aggregator commission,1.67,Rs. Lakhs
2023-Nov,FY 2023-24,DLP,Aggregator commission,1.17,Rs. Lakhs
2023-Nov,FY 2023-24,EXA,Aggregator commission,2.86,Rs. Lakhs
2023-Nov,FY 2023-24,EGL,Marketing & advertisement,0.03,Rs. Lakhs
2023-Nov,FY 2023-24,ITPL,Marketing & advertisement,1.74,Rs. Lakhs
2023-Nov,FY 2023-24,RMZ,Marketing & advertisement,0.47,Rs. Lakhs
2023-Nov,FY 2023-24,KOR,Marketing & advertisement,,Rs. Lakhs
2023-Nov,FY 2023-24,DIV,Marketing & advertisement,0.74,Rs. Lakhs
2023-Nov,FY 2023-24,IND,Marketing & advertisement,1.81,Rs. Lakhs
2023-Nov,FY 2023-24,BAG,Marketing & advertisement,0.38,Rs. Lakhs
2023-Nov,FY 2023-24,MAN,Marketing & advertisement,0.52,Rs. Lakhs
2023-Nov,FY 2023-24,MTP,Marketing & advertisement,0.02,Rs. Lakhs
2023-Nov,FY 2023-24,ARK,Marketing & advertisement,0.84,Rs. Lakhs
2023-Nov,FY 2023-24,HSR,Marketing & advertisement,0.49,Rs. Lakhs
2023-Nov,FY 2023-24,ORW,Marketing & advertisement,0.42,Rs. Lakhs
2023-Nov,FY 2023-24,EST,Marketing & advertisement,1.03,Rs. Lakhs
2023-Nov,FY 2023-24,JPN,Marketing & advertisement,1.99,Rs. Lakhs
2023-Nov,FY 2023-24,SYH,Marketing & advertisement,1.85,Rs. Lakhs
2023-Nov,FY 2023-24,ETF,Marketing & advertisement,0.02,Rs. Lakhs
2023-Nov,FY 2023-24,GSC,Marketing & advertisement,0.02,Rs. Lakhs
2023-Nov,FY 2023-24,ECN,Marketing & advertisement,0.14,Rs. Lakhs
2023-Nov,FY 2023-24,RGA,Marketing & advertisement,0.49,Rs. Lakhs
2023-Nov,FY 2023-24,KCK,Marketing & advertisement,0.91,Rs. Lakhs
2023-Nov,FY 2023-24,BVG,Marketing & advertisement,0.84,Rs. Lakhs
2023-Nov,FY 2023-24,CLA,Marketing & advertisement,1.64,Rs. Lakhs
2023-Nov,FY 2023-24,IBC,Marketing & advertisement,0.83,Rs. Lakhs
2023-Nov,FY 2023-24,BTG,Marketing & advertisement,0.89,Rs. Lakhs
2023-Nov,FY 2023-24,ECT,Marketing & advertisement,1.3,Rs. Lakhs
2023-Nov,FY 2023-24,RRR,Marketing & advertisement,1.59,Rs. Lakhs
2023-Nov,FY 2023-24,SHV,Marketing & advertisement,3.23,Rs. Lakhs
2023-Nov,FY 2023-24,VBP,Marketing & advertisement,1.33,Rs. Lakhs
2023-Nov,FY 2023-24,ADM,Marketing & advertisement,1.63,Rs. Lakhs
2023-Nov,FY 2023-24,SFC,Marketing & advertisement,1.98,Rs. Lakhs
2023-Nov,FY 2023-24,SCK,Marketing & advertisement,2.09,Rs. Lakhs
2023-Nov,FY 2023-24,SES,Marketing & advertisement,1.89,Rs. Lakhs
2023-Nov,FY 2023-24,JIG,Marketing & advertisement,2.05,Rs. Lakhs
2023-Nov,FY 2023-24,GCN,Marketing & advertisement,2.77,Rs. Lakhs
2023-Nov,FY 2023-24,ANN,Marketing & advertisement,1.46,Rs. Lakhs
2023-Nov,FY 2023-24,SKO,Marketing & advertisement,1.2,Rs. Lakhs
2023-Nov,FY 2023-24,JAP,Marketing & advertisement,3.6,Rs. Lakhs
2023-Nov,FY 2023-24,DWR,Marketing & advertisement,3.7,Rs. Lakhs
2023-Nov,FY 2023-24,AVK,Marketing & advertisement,2.64,Rs. Lakhs
2023-Nov,FY 2023-24,CYG,Marketing & advertisement,1.27,Rs. Lakhs
2023-Nov,FY 2023-24,NSS,Marketing & advertisement,4.17,Rs. Lakhs
2023-Nov,FY 2023-24,GEB,Marketing & advertisement,3.11,Rs. Lakhs
2023-Nov,FY 2023-24,ROH,Marketing & advertisement,1.84,Rs. Lakhs
2023-Nov,FY 2023-24,EKL,Marketing & advertisement,6.9,Rs. Lakhs
2023-Nov,FY 2023-24,PBF,Marketing & advertisement,4.69,Rs. Lakhs
2023-Nov,FY 2023-24,IHY,Marketing & advertisement,0.96,Rs. Lakhs
2023-Nov,FY 2023-24,DCH,Marketing & advertisement,0.02,Rs. Lakhs
2023-Nov,FY 2023-24,SCH,Marketing & advertisement,0.03,Rs. Lakhs
2023-Nov,FY 2023-24,LTP,Marketing & advertisement,3.03,Rs. Lakhs
2023-Nov,FY 2023-24,FSM,Marketing & advertisement,0.76,Rs. Lakhs
2023-Nov,FY 2023-24,GSM,Marketing & advertisement,0.92,Rs. Lakhs
2023-Nov,FY 2023-24,PPM,Marketing & advertisement,1.56,Rs. Lakhs
2023-Nov,FY 2023-24,FLM,Marketing & advertisement,1.18,Rs. Lakhs
2023-Nov,FY 2023-24,FDN,Marketing & advertisement,0.81,Rs. Lakhs
2023-Nov,FY 2023-24,DTK,Marketing & advertisement,0.63,Rs. Lakhs
2023-Nov,FY 2023-24,AKA,Marketing & advertisement,1.86,Rs. Lakhs
2023-Nov,FY 2023-24,DLP,Marketing & advertisement,0.01,Rs. Lakhs
2023-Nov,FY 2023-24,EXA,Marketing & advertisement,0.33,Rs. Lakhs
2023-Nov,FY 2023-24,EGL,Other opex expenses,1.02,Rs. Lakhs
2023-Nov,FY 2023-24,ITPL,Other opex expenses,1.77,Rs. Lakhs
2023-Nov,FY 2023-24,RMZ,Other opex expenses,0.95,Rs. Lakhs
2023-Nov,FY 2023-24,KOR,Other opex expenses,1.66,Rs. Lakhs
2023-Nov,FY 2023-24,DIV,Other opex expenses,0.81,Rs. Lakhs
2023-Nov,FY 2023-24,IND,Other opex expenses,1.52,Rs. Lakhs
2023-Nov,FY 2023-24,BAG,Other opex expenses,0.81,Rs. Lakhs
2023-Nov,FY 2023-24,MAN,Other opex expenses,0.75,Rs. Lakhs
2023-Nov,FY 2023-24,MTP,Other opex expenses,0.73,Rs. Lakhs
2023-Nov,FY 2023-24,VIR,Other opex expenses,0.01,Rs. Lakhs
2023-Nov,FY 2023-24,ARK,Other opex expenses,1.12,Rs. Lakhs
2023-Nov,FY 2023-24,HSR,Other opex expenses,1.5,Rs. Lakhs
2023-Nov,FY 2023-24,CVR,Other opex expenses,0.01,Rs. Lakhs
2023-Nov,FY 2023-24,ORW,Other opex expenses,1.11,Rs. Lakhs
2023-Nov,FY 2023-24,EST,Other opex expenses,0.77,Rs. Lakhs
2023-Nov,FY 2023-24,JPN,Other opex expenses,1.2,Rs. Lakhs
2023-Nov,FY 2023-24,SYH,Other opex expenses,1.28,Rs. Lakhs
2023-Nov,FY 2023-24,ETF,Other opex expenses,0.89,Rs. Lakhs
2023-Nov,FY 2023-24,GSC,Other opex expenses,1.78,Rs. Lakhs
2023-Nov,FY 2023-24,ECN,Other opex expenses,1.22,Rs. Lakhs
2023-Nov,FY 2023-24,RGA,Other opex expenses,0.73,Rs. Lakhs
2023-Nov,FY 2023-24,KCK,Other opex expenses,1.06,Rs. Lakhs
2023-Nov,FY 2023-24,BVG,Other opex expenses,1.04,Rs. Lakhs
2023-Nov,FY 2023-24,CLA,Other opex expenses,1.14,Rs. Lakhs
2023-Nov,FY 2023-24,IBC,Other opex expenses,0.87,Rs. Lakhs
2023-Nov,FY 2023-24,BTG,Other opex expenses,0.8,Rs. Lakhs
2023-Nov,FY 2023-24,ECT,Other opex expenses,0.79,Rs. Lakhs
2023-Nov,FY 2023-24,RRR,Other opex expenses,1.14,Rs. Lakhs
2023-Nov,FY 2023-24,SHV,Other opex expenses,0.91,Rs. Lakhs
2023-Nov,FY 2023-24,VBP,Other opex expenses,1.41,Rs. Lakhs
2023-Nov,FY 2023-24,ADM,Other opex expenses,1.18,Rs. Lakhs
2023-Nov,FY 2023-24,SFC,Other opex expenses,1.3,Rs. Lakhs
2023-Nov,FY 2023-24,SCK,Other opex expenses,1.13,Rs. Lakhs
2023-Nov,FY 2023-24,SES,Other opex expenses,1,Rs. Lakhs
2023-Nov,FY 2023-24,JIG,Other opex expenses,1.52,Rs. Lakhs
2023-Nov,FY 2023-24,GCN,Other opex expenses,1.12,Rs. Lakhs
2023-Nov,FY 2023-24,ANN,Other opex expenses,1.74,Rs. Lakhs
2023-Nov,FY 2023-24,SKO,Other opex expenses,1.5,Rs. Lakhs
2023-Nov,FY 2023-24,JAP,Other opex expenses,1.36,Rs. Lakhs
2023-Nov,FY 2023-24,DWR,Other opex expenses,1.04,Rs. Lakhs
2023-Nov,FY 2023-24,AVK,Other opex expenses,0.83,Rs. Lakhs
2023-Nov,FY 2023-24,CYG,Other opex expenses,0.82,Rs. Lakhs
2023-Nov,FY 2023-24,NSS,Other opex expenses,1.4,Rs. Lakhs
2023-Nov,FY 2023-24,GEB,Other opex expenses,0.87,Rs. Lakhs
2023-Nov,FY 2023-24,ROH,Other opex expenses,0.96,Rs. Lakhs
2023-Nov,FY 2023-24,EKL,Other opex expenses,1.42,Rs. Lakhs
2023-Nov,FY 2023-24,PBF,Other opex expenses,0.96,Rs. Lakhs
2023-Nov,FY 2023-24,IHY,Other opex expenses,1.26,Rs. Lakhs
2023-Nov,FY 2023-24,DCH,Other opex expenses,3.37,Rs. Lakhs
2023-Nov,FY 2023-24,SCH,Other opex expenses,1.54,Rs. Lakhs
2023-Nov,FY 2023-24,LTP,Other opex expenses,0.79,Rs. Lakhs
2023-Nov,FY 2023-24,FSM,Other opex expenses,0.88,Rs. Lakhs
2023-Nov,FY 2023-24,GSM,Other opex expenses,0.78,Rs. Lakhs
2023-Nov,FY 2023-24,PPM,Other opex expenses,0.9,Rs. Lakhs
2023-Nov,FY 2023-24,FLM,Other opex expenses,1.23,Rs. Lakhs
2023-Nov,FY 2023-24,FDN,Other opex expenses,1.63,Rs. Lakhs
2023-Nov,FY 2023-24,DTK,Other opex expenses,0.89,Rs. Lakhs
2023-Nov,FY 2023-24,AKA,Other opex expenses,0.97,Rs. Lakhs
2023-Nov,FY 2023-24,DLP,Other opex expenses,1,Rs. Lakhs
2023-Nov,FY 2023-24,EXA,Other opex expenses,1.21,Rs. Lakhs
2023-Dec,FY 2023-24,EGL,Gross Sales,10.07,Rs. Lakhs
2023-Dec,FY 2023-24,ITPL,Gross Sales,72.93,Rs. Lakhs
2023-Dec,FY 2023-24,RMZ,Gross Sales,15.38,Rs. Lakhs
2023-Dec,FY 2023-24,KOR,Gross Sales,22.54,Rs. Lakhs
2023-Dec,FY 2023-24,DIV,Gross Sales,16.05,Rs. Lakhs
2023-Dec,FY 2023-24,IND,Gross Sales,58.58,Rs. Lakhs
2023-Dec,FY 2023-24,BAG,Gross Sales,19.58,Rs. Lakhs
2023-Dec,FY 2023-24,MAN,Gross Sales,19.9,Rs. Lakhs
2023-Dec,FY 2023-24,MTP,Gross Sales,6.87,Rs. Lakhs
2023-Dec,FY 2023-24,VIR,Gross Sales,11.66,Rs. Lakhs
2023-Dec,FY 2023-24,ARK,Gross Sales,44.95,Rs. Lakhs
2023-Dec,FY 2023-24,HSR,Gross Sales,65.6,Rs. Lakhs
2023-Dec,FY 2023-24,CVR,Gross Sales,6.7,Rs. Lakhs
2023-Dec,FY 2023-24,ORW,Gross Sales,32.53,Rs. Lakhs
2023-Dec,FY 2023-24,EST,Gross Sales,26.74,Rs. Lakhs
2023-Dec,FY 2023-24,JPN,Gross Sales,47.67,Rs. Lakhs
2023-Dec,FY 2023-24,SYH,Gross Sales,41.86,Rs. Lakhs
2023-Dec,FY 2023-24,ETF,Gross Sales,13.12,Rs. Lakhs
2023-Dec,FY 2023-24,GSC,Gross Sales,10.61,Rs. Lakhs
2023-Dec,FY 2023-24,ECN,Gross Sales,14.74,Rs. Lakhs
2023-Dec,FY 2023-24,RGA,Gross Sales,23.55,Rs. Lakhs
2023-Dec,FY 2023-24,KCK,Gross Sales,34.18,Rs. Lakhs
2023-Dec,FY 2023-24,BVG,Gross Sales,28.11,Rs. Lakhs
2023-Dec,FY 2023-24,CLA,Gross Sales,23.33,Rs. Lakhs
2023-Dec,FY 2023-24,IBC,Gross Sales,11.9,Rs. Lakhs
2023-Dec,FY 2023-24,BTG,Gross Sales,24.25,Rs. Lakhs
2023-Dec,FY 2023-24,ECT,Gross Sales,28.04,Rs. Lakhs
2023-Dec,FY 2023-24,RRR,Gross Sales,22.28,Rs. Lakhs
2023-Dec,FY 2023-24,SHV,Gross Sales,26.57,Rs. Lakhs
2023-Dec,FY 2023-24,VBP,Gross Sales,45.96,Rs. Lakhs
2023-Dec,FY 2023-24,ADM,Gross Sales,58.2,Rs. Lakhs
2023-Dec,FY 2023-24,SFC,Gross Sales,42.44,Rs. Lakhs
2023-Dec,FY 2023-24,SCK,Gross Sales,43.23,Rs. Lakhs
2023-Dec,FY 2023-24,SES,Gross Sales,22.69,Rs. Lakhs
2023-Dec,FY 2023-24,JIG,Gross Sales,35.88,Rs. Lakhs
2023-Dec,FY 2023-24,GCN,Gross Sales,28.95,Rs. Lakhs
2023-Dec,FY 2023-24,ANN,Gross Sales,31.86,Rs. Lakhs
2023-Dec,FY 2023-24,SKO,Gross Sales,32.21,Rs. Lakhs
2023-Dec,FY 2023-24,JAP,Gross Sales,21.61,Rs. Lakhs
2023-Dec,FY 2023-24,DWR,Gross Sales,20.22,Rs. Lakhs
2023-Dec,FY 2023-24,AVK,Gross Sales,17.86,Rs. Lakhs
2023-Dec,FY 2023-24,CYG,Gross Sales,17.94,Rs. Lakhs
2023-Dec,FY 2023-24,NSS,Gross Sales,26.62,Rs. Lakhs
2023-Dec,FY 2023-24,GEB,Gross Sales,24.34,Rs. Lakhs
2023-Dec,FY 2023-24,ROH,Gross Sales,18.97,Rs. Lakhs
2023-Dec,FY 2023-24,EKL,Gross Sales,39.04,Rs. Lakhs
2023-Dec,FY 2023-24,PBF,Gross Sales,17.51,Rs. Lakhs
2023-Dec,FY 2023-24,IHY,Gross Sales,43.34,Rs. Lakhs
2023-Dec,FY 2023-24,DCH,Gross Sales,15.43,Rs. Lakhs
2023-Dec,FY 2023-24,SCH,Gross Sales,52.4,Rs. Lakhs
2023-Dec,FY 2023-24,LTP,Gross Sales,25.2,Rs. Lakhs
2023-Dec,FY 2023-24,FSM,Gross Sales,28.65,Rs. Lakhs
2023-Dec,FY 2023-24,GSM,Gross Sales,20.11,Rs. Lakhs
2023-Dec,FY 2023-24,PPM,Gross Sales,22.73,Rs. Lakhs
2023-Dec,FY 2023-24,FLM,Gross Sales,24.51,Rs. Lakhs
2023-Dec,FY 2023-24,FDN,Gross Sales,56.67,Rs. Lakhs
2023-Dec,FY 2023-24,DTK,Gross Sales,33.28,Rs. Lakhs
2023-Dec,FY 2023-24,AKA,Gross Sales,12.41,Rs. Lakhs
2023-Dec,FY 2023-24,DLP,Gross Sales,16.59,Rs. Lakhs
2023-Dec,FY 2023-24,EXA,Gross Sales,30.24,Rs. Lakhs
2023-Dec,FY 2023-24,VRA,Gross Sales,16.69,Rs. Lakhs
2023-Dec,FY 2023-24,CPM,Gross Sales,13.41,Rs. Lakhs
2023-Dec,FY 2023-24,KTP,Gross Sales,6.73,Rs. Lakhs
2023-Dec,FY 2023-24,EGL,GST,0.42,Rs. Lakhs
2023-Dec,FY 2023-24,ITPL,GST,1.29,Rs. Lakhs
2023-Dec,FY 2023-24,RMZ,GST,0.42,Rs. Lakhs
2023-Dec,FY 2023-24,KOR,GST,0.36,Rs. Lakhs
2023-Dec,FY 2023-24,DIV,GST,0.31,Rs. Lakhs
