Month,FY,Store,Metric,Amount,AmountUnit
2024-Oct,FY 2024-25,ANN,Utility Cost,1.46,Rs. Lakhs
2024-Oct,FY 2024-25,SKO,Utility Cost,2.08,Rs. Lakhs
2024-Oct,FY 2024-25,JAP,Utility Cost,1.35,Rs. Lakhs
2024-Oct,FY 2024-25,DWR,Utility Cost,1.15,Rs. Lakhs
2024-Oct,FY 2024-25,AVK,Utility Cost,0.82,Rs. Lakhs
2024-Oct,FY 2024-25,CYG,Utility Cost,0.91,Rs. Lakhs
2024-Oct,FY 2024-25,NSS,Utility Cost,1.34,Rs. Lakhs
2024-Oct,FY 2024-25,GEB,Utility Cost,1.36,Rs. Lakhs
2024-Oct,FY 2024-25,ROH,Utility Cost,1.38,Rs. Lakhs
2024-Oct,FY 2024-25,EKL,Utility Cost,3.33,Rs. Lakhs
2024-Oct,FY 2024-25,PBF,Utility Cost,0.57,Rs. Lakhs
2024-Oct,FY 2024-25,KBB,Utility Cost,1.08,Rs. Lakhs
2024-Oct,FY 2024-25,PRM,Utility Cost,0.64,Rs. Lakhs
2024-Oct,FY 2024-25,KAM,Utility Cost,2.06,Rs. Lakhs
2024-Oct,FY 2024-25,MOM,Utility Cost,1.42,Rs. Lakhs
2024-Oct,FY 2024-25,IHY,Utility Cost,1.09,Rs. Lakhs
2024-Oct,FY 2024-25,SCH,Utility Cost,1.07,Rs. Lakhs
2024-Oct,FY 2024-25,LTP,Utility Cost,1.12,Rs. Lakhs
2024-Oct,FY 2024-25,FSM,Utility Cost,0.38,Rs. Lakhs
2024-Oct,FY 2024-25,GSM,Utility Cost,0.8,Rs. Lakhs
2024-Oct,FY 2024-25,PPM,Utility Cost,0.73,Rs. Lakhs
2024-Oct,FY 2024-25,FLM,Utility Cost,1.29,Rs. Lakhs
2024-Oct,FY 2024-25,FDN,Utility Cost,2.47,Rs. Lakhs
2024-Oct,FY 2024-25,DTK,Utility Cost,1.59,Rs. Lakhs
2024-Oct,FY 2024-25,AKA,Utility Cost,1.05,Rs. Lakhs
2024-Oct,FY 2024-25,HIM,Utility Cost,1.33,Rs. Lakhs
2024-Oct,FY 2024-25,SMR,Utility Cost,2.04,Rs. Lakhs
2024-Oct,FY 2024-25,ATL,Utility Cost,0.85,Rs. Lakhs
2024-Oct,FY 2024-25,DSL,Utility Cost,0.79,Rs. Lakhs
2024-Oct,FY 2024-25,ATT,Utility Cost,1.26,Rs. Lakhs
2024-Oct,FY 2024-25,BNJ,Utility Cost,1.54,Rs. Lakhs
2024-Oct,FY 2024-25,DLP,Utility Cost,0.66,Rs. Lakhs
2024-Oct,FY 2024-25,EXA,Utility Cost,0.96,Rs. Lakhs
2024-Oct,FY 2024-25,VRA,Utility Cost,1.64,Rs. Lakhs
2024-Oct,FY 2024-25,CPM,Utility Cost,0.94,Rs. Lakhs
2024-Oct,FY 2024-25,KTP,Utility Cost,3.1,Rs. Lakhs
2024-Oct,FY 2024-25,CAR,Utility Cost,1.1,Rs. Lakhs
2024-Oct,FY 2024-25,VEL,Utility Cost,2.28,Rs. Lakhs
2024-Oct,FY 2024-25,NUN,Utility Cost,1.2,Rs. Lakhs
2024-Oct,FY 2024-25,PER,Utility Cost,0.39,Rs. Lakhs
2024-Oct,FY 2024-25,EGL,Rent,2.36,Rs. Lakhs
2024-Oct,FY 2024-25,ITPL,Rent,6.11,Rs. Lakhs
2024-Oct,FY 2024-25,RMZ,Rent,1.86,Rs. Lakhs
2024-Oct,FY 2024-25,KOR,Rent,2.36,Rs. Lakhs
2024-Oct,FY 2024-25,DIV,Rent,2.12,Rs. Lakhs
2024-Oct,FY 2024-25,IND,Rent,2.93,Rs. Lakhs
2024-Oct,FY 2024-25,BAG,Rent,1.61,Rs. Lakhs
2024-Oct,FY 2024-25,MAN,Rent,3.27,Rs. Lakhs
2024-Oct,FY 2024-25,MTP,Rent,1.42,Rs. Lakhs
2024-Oct,FY 2024-25,VIR,Rent,2.21,Rs. Lakhs
2024-Oct,FY 2024-25,ARK,Rent,1.51,Rs. Lakhs
2024-Oct,FY 2024-25,HSR,Rent,2.07,Rs. Lakhs
2024-Oct,FY 2024-25,CVR,Rent,1.27,Rs. Lakhs
2024-Oct,FY 2024-25,SJP,Rent,2.54,Rs. Lakhs
2024-Oct,FY 2024-25,ORW,Rent,4.8,Rs. Lakhs
2024-Oct,FY 2024-25,EST,Rent,1.7,Rs. Lakhs
2024-Oct,FY 2024-25,JPN,Rent,4.63,Rs. Lakhs
2024-Oct,FY 2024-25,PTP,Rent,1.48,Rs. Lakhs
2024-Oct,FY 2024-25,SYH,Rent,2.07,Rs. Lakhs
2024-Oct,FY 2024-25,ETF,Rent,3.57,Rs. Lakhs
2024-Oct,FY 2024-25,ECN,Rent,2.11,Rs. Lakhs
2024-Oct,FY 2024-25,RGA,Rent,1.29,Rs. Lakhs
2024-Oct,FY 2024-25,KNP,Rent,1.65,Rs. Lakhs
2024-Oct,FY 2024-25,KCK,Rent,0.45,Rs. Lakhs
2024-Oct,FY 2024-25,BVG,Rent,1.41,Rs. Lakhs
2024-Oct,FY 2024-25,CLA,Rent,0.36,Rs. Lakhs
2024-Oct,FY 2024-25,IBC,Rent,0.76,Rs. Lakhs
2024-Oct,FY 2024-25,BTG,Rent,2.7,Rs. Lakhs
2024-Oct,FY 2024-25,ECT,Rent,1.98,Rs. Lakhs
2024-Oct,FY 2024-25,RRR,Rent,2.06,Rs. Lakhs
2024-Oct,FY 2024-25,SHV,Rent,1.5,Rs. Lakhs
2024-Oct,FY 2024-25,STN,Rent,3.26,Rs. Lakhs
2024-Oct,FY 2024-25,JAY,Rent,3.84,Rs. Lakhs
2024-Oct,FY 2024-25,AYN,Rent,0.52,Rs. Lakhs
2024-Oct,FY 2024-25,VBP,Rent,2.94,Rs. Lakhs
2024-Oct,FY 2024-25,ADM,Rent,4.94,Rs. Lakhs
2024-Oct,FY 2024-25,SFC,Rent,0.5,Rs. Lakhs
2024-Oct,FY 2024-25,SCK,Rent,0.44,Rs. Lakhs
2024-Oct,FY 2024-25,SES,Rent,3.71,Rs. Lakhs
2024-Oct,FY 2024-25,JIG,Rent,1.45,Rs. Lakhs
2024-Oct,FY 2024-25,GCN,Rent,3.04,Rs. Lakhs
2024-Oct,FY 2024-25,ANN,Rent,4.69,Rs. Lakhs
2024-Oct,FY 2024-25,SKO,Rent,4.17,Rs. Lakhs
2024-Oct,FY 2024-25,JAP,Rent,0.37,Rs. Lakhs
2024-Oct,FY 2024-25,DWR,Rent,0.37,Rs. Lakhs
2024-Oct,FY 2024-25,AVK,Rent,2.49,Rs. Lakhs
2024-Oct,FY 2024-25,CYG,Rent,3.05,Rs. Lakhs
2024-Oct,FY 2024-25,NSS,Rent,0.55,Rs. Lakhs
2024-Oct,FY 2024-25,GEB,Rent,1.25,Rs. Lakhs
2024-Oct,FY 2024-25,ROH,Rent,0.45,Rs. Lakhs
2024-Oct,FY 2024-25,EKL,Rent,4.41,Rs. Lakhs
2024-Oct,FY 2024-25,PBF,Rent,1.92,Rs. Lakhs
2024-Oct,FY 2024-25,KBB,Rent,0.94,Rs. Lakhs
2024-Oct,FY 2024-25,PRM,Rent,2.43,Rs. Lakhs
2024-Oct,FY 2024-25,KAM,Rent,4.07,Rs. Lakhs
2024-Oct,FY 2024-25,MOM,Rent,1.83,Rs. Lakhs
2024-Oct,FY 2024-25,IHY,Rent,6.8,Rs. Lakhs
2024-Oct,FY 2024-25,SCH,Rent,2.93,Rs. Lakhs
2024-Oct,FY 2024-25,LTP,Rent,1.73,Rs. Lakhs
2024-Oct,FY 2024-25,FSM,Rent,3.57,Rs. Lakhs
2024-Oct,FY 2024-25,GSM,Rent,1.18,Rs. Lakhs
2024-Oct,FY 2024-25,PPM,Rent,1.94,Rs. Lakhs
2024-Oct,FY 2024-25,FLM,Rent,1.9,Rs. Lakhs
2024-Oct,FY 2024-25,FDN,Rent,3.91,Rs. Lakhs
2024-Oct,FY 2024-25,DTK,Rent,4.38,Rs. Lakhs
2024-Oct,FY 2024-25,AKA,Rent,1.59,Rs. Lakhs
2024-Oct,FY 2024-25,HIM,Rent,1.48,Rs. Lakhs
2024-Oct,FY 2024-25,SMR,Rent,1.78,Rs. Lakhs
2024-Oct,FY 2024-25,ATL,Rent,2.69,Rs. Lakhs
2024-Oct,FY 2024-25,DSL,Rent,1.61,Rs. Lakhs
2024-Oct,FY 2024-25,ATT,Rent,1.89,Rs. Lakhs
2024-Oct,FY 2024-25,BNJ,Rent,4.13,Rs. Lakhs
2024-Oct,FY 2024-25,DLP,Rent,2.66,Rs. Lakhs
2024-Oct,FY 2024-25,EXA,Rent,3.61,Rs. Lakhs
2024-Oct,FY 2024-25,VRA,Rent,3.7,Rs. Lakhs
2024-Oct,FY 2024-25,CPM,Rent,4.28,Rs. Lakhs
2024-Oct,FY 2024-25,KTP,Rent,4.37,Rs. Lakhs
2024-Oct,FY 2024-25,CAR,Rent,2.26,Rs. Lakhs
2024-Oct,FY 2024-25,VEL,Rent,2.01,Rs. Lakhs
2024-Oct,FY 2024-25,NUN,Rent,3.84,Rs. Lakhs
2024-Oct,FY 2024-25,PER,Rent,0.58,Rs. Lakhs
2024-Oct,FY 2024-25,RMZ,CAM,0.19,Rs. Lakhs
2024-Oct,FY 2024-25,DIV,CAM,0.21,Rs. Lakhs
2024-Oct,FY 2024-25,BAG,CAM,0.41,Rs. Lakhs
2024-Oct,FY 2024-25,VIR,CAM,0.3,Rs. Lakhs
2024-Oct,FY 2024-25,CVR,CAM,0.3,Rs. Lakhs
2024-Oct,FY 2024-25,ORW,CAM,1.08,Rs. Lakhs
2024-Oct,FY 2024-25,EST,CAM,0.4,Rs. Lakhs
2024-Oct,FY 2024-25,PTP,CAM,0.1,Rs. Lakhs
2024-Oct,FY 2024-25,ECN,CAM,0.46,Rs. Lakhs
2024-Oct,FY 2024-25,RGA,CAM,0.26,Rs. Lakhs
2024-Oct,FY 2024-25,BVG,CAM,0.12,Rs. Lakhs
2024-Oct,FY 2024-25,BTG,CAM,0.26,Rs. Lakhs
2024-Oct,FY 2024-25,RRR,CAM,0.44,Rs. Lakhs
2024-Oct,FY 2024-25,SHV,CAM,0.18,Rs. Lakhs
2024-Oct,FY 2024-25,STN,CAM,0.59,Rs. Lakhs
2024-Oct,FY 2024-25,JAY,CAM,0.1,Rs. Lakhs
2024-Oct,FY 2024-25,VBP,CAM,0.47,Rs. Lakhs
2024-Oct,FY 2024-25,ADM,CAM,1.22,Rs. Lakhs
2024-Oct,FY 2024-25,SFC,CAM,0.06,Rs. Lakhs
2024-Oct,FY 2024-25,JIG,CAM,0.09,Rs. Lakhs
2024-Oct,FY 2024-25,GCN,CAM,0.73,Rs. Lakhs
2024-Oct,FY 2024-25,ANN,CAM,0.86,Rs. Lakhs
2024-Oct,FY 2024-25,SKO,CAM,1.03,Rs. Lakhs
2024-Oct,FY 2024-25,AVK,CAM,0.77,Rs. Lakhs
2024-Oct,FY 2024-25,CYG,CAM,0.94,Rs. Lakhs
2024-Oct,FY 2024-25,GEB,CAM,0.56,Rs. Lakhs
2024-Oct,FY 2024-25,PBF,CAM,0.59,Rs. Lakhs
2024-Oct,FY 2024-25,KBB,CAM,0.53,Rs. Lakhs
2024-Oct,FY 2024-25,PRM,CAM,1.42,Rs. Lakhs
2024-Oct,FY 2024-25,KAM,CAM,0.06,Rs. Lakhs
2024-Oct,FY 2024-25,MOM,CAM,0.41,Rs. Lakhs
2024-Oct,FY 2024-25,IHY,CAM,0.42,Rs. Lakhs
2024-Oct,FY 2024-25,SCH,CAM,0.55,Rs. Lakhs
2024-Oct,FY 2024-25,LTP,CAM,0.45,Rs. Lakhs
2024-Oct,FY 2024-25,FSM,CAM,0.59,Rs. Lakhs
2024-Oct,FY 2024-25,GSM,CAM,0.27,Rs. Lakhs
2024-Oct,FY 2024-25,PPM,CAM,0.46,Rs. Lakhs
2024-Oct,FY 2024-25,FLM,CAM,0.09,Rs. Lakhs
2024-Oct,FY 2024-25,FDN,CAM,0.28,Rs. Lakhs
2024-Oct,FY 2024-25,DTK,CAM,0.23,Rs. Lakhs
2024-Oct,FY 2024-25,AKA,CAM,0.59,Rs. Lakhs
2024-Oct,FY 2024-25,SMR,CAM,0.21,Rs. Lakhs
2024-Oct,FY 2024-25,ATL,CAM,0.53,Rs. Lakhs
2024-Oct,FY 2024-25,DSL,CAM,0.41,Rs. Lakhs
2024-Oct,FY 2024-25,ATT,CAM,0.09,Rs. Lakhs
2024-Oct,FY 2024-25,BNJ,CAM,0.14,Rs. Lakhs
2024-Oct,FY 2024-25,DLP,CAM,1.01,Rs. Lakhs
2024-Oct,FY 2024-25,EXA,CAM,0.63,Rs. Lakhs
2024-Oct,FY 2024-25,VRA,CAM,1.09,Rs. Lakhs
2024-Oct,FY 2024-25,CPM,CAM,0.75,Rs. Lakhs
2024-Oct,FY 2024-25,KTP,CAM,0.53,Rs. Lakhs
2024-Oct,FY 2024-25,CAR,CAM,0.69,Rs. Lakhs
2024-Oct,FY 2024-25,ITPL,Aggregator commission,8.61,Rs. Lakhs
2024-Oct,FY 2024-25,RMZ,Aggregator commission,0.98,Rs. Lakhs
2024-Oct,FY 2024-25,KOR,Aggregator commission,6.92,Rs. Lakhs
2024-Oct,FY 2024-25,DIV,Aggregator commission,1.61,Rs. Lakhs
2024-Oct,FY 2024-25,IND,Aggregator commission,13.48,Rs. Lakhs
2024-Oct,FY 2024-25,BAG,Aggregator commission,0.85,Rs. Lakhs
2024-Oct,FY 2024-25,MAN,Aggregator commission,2.38,Rs. Lakhs
2024-Oct,FY 2024-25,VIR,Aggregator commission,4.9,Rs. Lakhs
2024-Oct,FY 2024-25,ARK,Aggregator commission,9.03,Rs. Lakhs
2024-Oct,FY 2024-25,HSR,Aggregator commission,12.68,Rs. Lakhs
2024-Oct,FY 2024-25,SJP,Aggregator commission,7.24,Rs. Lakhs
2024-Oct,FY 2024-25,ORW,Aggregator commission,1.74,Rs. Lakhs
2024-Oct,FY 2024-25,EST,Aggregator commission,5.44,Rs. Lakhs
2024-Oct,FY 2024-25,JPN,Aggregator commission,6.22,Rs. Lakhs
2024-Oct,FY 2024-25,PTP,Aggregator commission,3.75,Rs. Lakhs
2024-Oct,FY 2024-25,SYH,Aggregator commission,8.04,Rs. Lakhs
2024-Oct,FY 2024-25,ECN,Aggregator commission,1.63,Rs. Lakhs
2024-Oct,FY 2024-25,RGA,Aggregator commission,1.82,Rs. Lakhs
2024-Oct,FY 2024-25,KNP,Aggregator commission,4.67,Rs. Lakhs
2024-Oct,FY 2024-25,KCK,Aggregator commission,9.89,Rs. Lakhs
2024-Oct,FY 2024-25,BVG,Aggregator commission,4.05,Rs. Lakhs
2024-Oct,FY 2024-25,CLA,Aggregator commission,5.29,Rs. Lakhs
2024-Oct,FY 2024-25,IBC,Aggregator commission,1.28,Rs. Lakhs
2024-Oct,FY 2024-25,BTG,Aggregator commission,4.56,Rs. Lakhs
2024-Oct,FY 2024-25,ECT,Aggregator commission,5.74,Rs. Lakhs
2024-Oct,FY 2024-25,RRR,Aggregator commission,3.52,Rs. Lakhs
2024-Oct,FY 2024-25,SHV,Aggregator commission,4.11,Rs. Lakhs
2024-Oct,FY 2024-25,STN,Aggregator commission,0.76,Rs. Lakhs
2024-Oct,FY 2024-25,JAY,Aggregator commission,3.45,Rs. Lakhs
2024-Oct,FY 2024-25,AYN,Aggregator commission,0.28,Rs. Lakhs
2024-Oct,FY 2024-25,VBP,Aggregator commission,10.34,Rs. Lakhs
2024-Oct,FY 2024-25,ADM,Aggregator commission,16.72,Rs. Lakhs
2024-Oct,FY 2024-25,SFC,Aggregator commission,12.87,Rs. Lakhs
2024-Oct,FY 2024-25,SCK,Aggregator commission,12.52,Rs. Lakhs
2024-Oct,FY 2024-25,SES,Aggregator commission,5.86,Rs. Lakhs
2024-Oct,FY 2024-25,JIG,Aggregator commission,7.51,Rs. Lakhs
2024-Oct,FY 2024-25,GCN,Aggregator commission,5.41,Rs. Lakhs
2024-Oct,FY 2024-25,ANN,Aggregator commission,6.14,Rs. Lakhs
2024-Oct,FY 2024-25,SKO,Aggregator commission,7.85,Rs. Lakhs
2024-Oct,FY 2024-25,JAP,Aggregator commission,7.79,Rs. Lakhs
2024-Oct,FY 2024-25,DWR,Aggregator commission,7.92,Rs. Lakhs
2024-Oct,FY 2024-25,AVK,Aggregator commission,2.53,Rs. Lakhs
2024-Oct,FY 2024-25,CYG,Aggregator commission,3.46,Rs. Lakhs
2024-Oct,FY 2024-25,NSS,Aggregator commission,8.14,Rs. Lakhs
2024-Oct,FY 2024-25,GEB,Aggregator commission,5.99,Rs. Lakhs
2024-Oct,FY 2024-25,ROH,Aggregator commission,6.83,Rs. Lakhs
2024-Oct,FY 2024-25,EKL,Aggregator commission,10.9,Rs. Lakhs
2024-Oct,FY 2024-25,PBF,Aggregator commission,2.38,Rs. Lakhs
2024-Oct,FY 2024-25,KBB,Aggregator commission,6.24,Rs. Lakhs
2024-Oct,FY 2024-25,KAM,Aggregator commission,3.22,Rs. Lakhs
2024-Oct,FY 2024-25,MOM,Aggregator commission,3.64,Rs. Lakhs
2024-Oct,FY 2024-25,IHY,Aggregator commission,3.03,Rs. Lakhs
2024-Oct,FY 2024-25,LTP,Aggregator commission,1.51,Rs. Lakhs
2024-Oct,FY 2024-25,GSM,Aggregator commission,3.18,Rs. Lakhs
2024-Oct,FY 2024-25,PPM,Aggregator commission,3.12,Rs. Lakhs
2024-Oct,FY 2024-25,FLM,Aggregator commission,4.03,Rs. Lakhs
2024-Oct,FY 2024-25,FDN,Aggregator commission,9.31,Rs. Lakhs
2024-Oct,FY 2024-25,DTK,Aggregator commission,6.03,Rs. Lakhs
2024-Oct,FY 2024-25,AKA,Aggregator commission,3.76,Rs. Lakhs
2024-Oct,FY 2024-25,HIM,Aggregator commission,2.41,Rs. Lakhs
2024-Oct,FY 2024-25,SMR,Aggregator commission,10.65,Rs. Lakhs
2024-Oct,FY 2024-25,ATL,Aggregator commission,3.35,Rs. Lakhs
2024-Oct,FY 2024-25,DSL,Aggregator commission,1.58,Rs. Lakhs
2024-Oct,FY 2024-25,ATT,Aggregator commission,1.96,Rs. Lakhs
2024-Oct,FY 2024-25,BNJ,Aggregator commission,3.47,Rs. Lakhs
2024-Oct,FY 2024-25,DLP,Aggregator commission,1.15,Rs. Lakhs
2024-Oct,FY 2024-25,EXA,Aggregator commission,1.85,Rs. Lakhs
2024-Oct,FY 2024-25,VRA,Aggregator commission,2.84,Rs. Lakhs
2024-Oct,FY 2024-25,CPM,Aggregator commission,1.02,Rs. Lakhs
2024-Oct,FY 2024-25,KTP,Aggregator commission,4.98,Rs. Lakhs
2024-Oct,FY 2024-25,CAR,Aggregator commission,1,Rs. Lakhs
2024-Oct,FY 2024-25,VEL,Aggregator commission,5.17,Rs. Lakhs
2024-Oct,FY 2024-25,NUN,Aggregator commission,2.82,Rs. Lakhs
2024-Oct,FY 2024-25,PER,Aggregator commission,0.03,Rs. Lakhs
2024-Oct,FY 2024-25,EGL,Marketing & advertisement,0.04,Rs. Lakhs
2024-Oct,FY 2024-25,ITPL,Marketing & advertisement,1.41,Rs. Lakhs
2024-Oct,FY 2024-25,RMZ,Marketing & advertisement,0.1,Rs. Lakhs
2024-Oct,FY 2024-25,KOR,Marketing & advertisement,0.83,Rs. Lakhs
2024-Oct,FY 2024-25,DIV,Marketing & advertisement,0.44,Rs. Lakhs
2024-Oct,FY 2024-25,IND,Marketing & advertisement,1.78,Rs. Lakhs
2024-Oct,FY 2024-25,BAG,Marketing & advertisement,0.17,Rs. Lakhs
2024-Oct,FY 2024-25,MAN,Marketing & advertisement,0.88,Rs. Lakhs
2024-Oct,FY 2024-25,MTP,Marketing & advertisement,0.06,Rs. Lakhs
2024-Oct,FY 2024-25,VIR,Marketing & advertisement,0.38,Rs. Lakhs
2024-Oct,FY 2024-25,ARK,Marketing & advertisement,0.44,Rs. Lakhs
2024-Oct,FY 2024-25,HSR,Marketing & advertisement,0.77,Rs. Lakhs
2024-Oct,FY 2024-25,CVR,Marketing & advertisement,0.06,Rs. Lakhs
2024-Oct,FY 2024-25,SJP,Marketing & advertisement,3.44,Rs. Lakhs
2024-Oct,FY 2024-25,ORW,Marketing & advertisement,1.27,Rs. Lakhs
2024-Oct,FY 2024-25,EST,Marketing & advertisement,0.54,Rs. Lakhs
2024-Oct,FY 2024-25,JPN,Marketing & advertisement,1.64,Rs. Lakhs
2024-Oct,FY 2024-25,PTP,Marketing & advertisement,2.27,Rs. Lakhs
2024-Oct,FY 2024-25,SYH,Marketing & advertisement,1.22,Rs. Lakhs
2024-Oct,FY 2024-25,ETF,Marketing & advertisement,0.04,Rs. Lakhs
2024-Oct,FY 2024-25,GSC,Marketing & advertisement,0.07,Rs. Lakhs
2024-Oct,FY 2024-25,ECN,Marketing & advertisement,0.07,Rs. Lakhs
2024-Oct,FY 2024-25,RGA,Marketing & advertisement,0.1,Rs. Lakhs
2024-Oct,FY 2024-25,KNP,Marketing & advertisement,2.41,Rs. Lakhs
2024-Oct,FY 2024-25,KCK,Marketing & advertisement,1.17,Rs. Lakhs
2024-Oct,FY 2024-25,BVG,Marketing & advertisement,0.61,Rs. Lakhs
2024-Oct,FY 2024-25,CLA,Marketing & advertisement,0.82,Rs. Lakhs
2024-Oct,FY 2024-25,IBC,Marketing & advertisement,0.41,Rs. Lakhs
2024-Oct,FY 2024-25,BTG,Marketing & advertisement,0.07,Rs. Lakhs
2024-Oct,FY 2024-25,ECT,Marketing & advertisement,1.75,Rs. Lakhs
2024-Oct,FY 2024-25,RRR,Marketing & advertisement,0.58,Rs. Lakhs
2024-Oct,FY 2024-25,SHV,Marketing & advertisement,1.08,Rs. Lakhs
2024-Oct,FY 2024-25,DCB,Marketing & advertisement,0.04,Rs. Lakhs
2024-Oct,FY 2024-25,STN,Marketing & advertisement,1.19,Rs. Lakhs
2024-Oct,FY 2024-25,JAY,Marketing & advertisement,2.51,Rs. Lakhs
2024-Oct,FY 2024-25,AYN,Marketing & advertisement,0.26,Rs. Lakhs
2024-Oct,FY 2024-25,VBP,Marketing & advertisement,1.03,Rs. Lakhs
2024-Oct,FY 2024-25,ADM,Marketing & advertisement,0.78,Rs. Lakhs
2024-Oct,FY 2024-25,SFC,Marketing & advertisement,0.98,Rs. Lakhs
2024-Oct,FY 2024-25,SCK,Marketing & advertisement,0.69,Rs. Lakhs
2024-Oct,FY 2024-25,SES,Marketing & advertisement,1.71,Rs. Lakhs
2024-Oct,FY 2024-25,JIG,Marketing & advertisement,2.17,Rs. Lakhs
2024-Oct,FY 2024-25,GCN,Marketing & advertisement,1.62,Rs. Lakhs
2024-Oct,FY 2024-25,ANN,Marketing & advertisement,0.96,Rs. Lakhs
2024-Oct,FY 2024-25,SKO,Marketing & advertisement,0.64,Rs. Lakhs
2024-Oct,FY 2024-25,JAP,Marketing & advertisement,1.64,Rs. Lakhs
2024-Oct,FY 2024-25,DWR,Marketing & advertisement,1.58,Rs. Lakhs
2024-Oct,FY 2024-25,AVK,Marketing & advertisement,0.67,Rs. Lakhs
2024-Oct,FY 2024-25,CYG,Marketing & advertisement,0.12,Rs. Lakhs
2024-Oct,FY 2024-25,NSS,Marketing & advertisement,1.12,Rs. Lakhs
2024-Oct,FY 2024-25,GEB,Marketing & advertisement,1.81,Rs. Lakhs
2024-Oct,FY 2024-25,ROH,Marketing & advertisement,1.51,Rs. Lakhs
2024-Oct,FY 2024-25,EKL,Marketing & advertisement,2.85,Rs. Lakhs
2024-Oct,FY 2024-25,PBF,Marketing & advertisement,2.12,Rs. Lakhs
2024-Oct,FY 2024-25,KBB,Marketing & advertisement,2,Rs. Lakhs
2024-Oct,FY 2024-25,PRM,Marketing & advertisement,0.04,Rs. Lakhs
2024-Oct,FY 2024-25,KAM,Marketing & advertisement,3.4,Rs. Lakhs
2024-Oct,FY 2024-25,MOM,Marketing & advertisement,3.22,Rs. Lakhs
2024-Oct,FY 2024-25,IHY,Marketing & advertisement,1.01,Rs. Lakhs
2024-Oct,FY 2024-25,DCH,Marketing & advertisement,0.04,Rs. Lakhs
2024-Oct,FY 2024-25,SCH,Marketing & advertisement,0.4,Rs. Lakhs
2024-Oct,FY 2024-25,LTP,Marketing & advertisement,1.44,Rs. Lakhs
2024-Oct,FY 2024-25,FSM,Marketing & advertisement,0.09,Rs. Lakhs
2024-Oct,FY 2024-25,GSM,Marketing & advertisement,0.76,Rs. Lakhs
2024-Oct,FY 2024-25,PPM,Marketing & advertisement,0.67,Rs. Lakhs
2024-Oct,FY 2024-25,FLM,Marketing & advertisement,0.84,Rs. Lakhs
2024-Oct,FY 2024-25,FDN,Marketing & advertisement,0.68,Rs. Lakhs
2024-Oct,FY 2024-25,DTK,Marketing & advertisement,1.05,Rs. Lakhs
2024-Oct,FY 2024-25,AKA,Marketing & advertisement,0.87,Rs. Lakhs
2024-Oct,FY 2024-25,HIM,Marketing & advertisement,1.49,Rs. Lakhs
2024-Oct,FY 2024-25,SMR,Marketing & advertisement,0.89,Rs. Lakhs
2024-Oct,FY 2024-25,ATL,Marketing & advertisement,1.14,Rs. Lakhs
2024-Oct,FY 2024-25,DSL,Marketing & advertisement,1.6,Rs. Lakhs
2024-Oct,FY 2024-25,ATT,Marketing & advertisement,2.03,Rs. Lakhs
2024-Oct,FY 2024-25,BNJ,Marketing & advertisement,2.29,Rs. Lakhs
2024-Oct,FY 2024-25,DLP,Marketing & advertisement,0.2,Rs. Lakhs
2024-Oct,FY 2024-25,EXA,Marketing & advertisement,0.48,Rs. Lakhs
2024-Oct,FY 2024-25,VRA,Marketing & advertisement,1,Rs. Lakhs
2024-Oct,FY 2024-25,CPM,Marketing & advertisement,0.2,Rs. Lakhs
2024-Oct,FY 2024-25,KTP,Marketing & advertisement,1.18,Rs. Lakhs
2024-Oct,FY 2024-25,CAR,Marketing & advertisement,0.52,Rs. Lakhs
2024-Oct,FY 2024-25,VEL,Marketing & advertisement,1.69,Rs. Lakhs
2024-Oct,FY 2024-25,NUN,Marketing & advertisement,2.32,Rs. Lakhs
2024-Oct,FY 2024-25,PER,Marketing & advertisement,1.19,Rs. Lakhs
2024-Oct,FY 2024-25,EGL,Other opex expenses,1.18,Rs. Lakhs
2024-Oct,FY 2024-25,ITPL,Other opex expenses,2.07,Rs. Lakhs
2024-Oct,FY 2024-25,RMZ,Other opex expenses,0.97,Rs. Lakhs
2024-Oct,FY 2024-25,KOR,Other opex expenses,2.31,Rs. Lakhs
2024-Oct,FY 2024-25,DIV,Other opex expenses,1.09,Rs. Lakhs
2024-Oct,FY 2024-25,IND,Other opex expenses,3.45,Rs. Lakhs
2024-Oct,FY 2024-25,BAG,Other opex expenses,1.01,Rs. Lakhs
2024-Oct,FY 2024-25,MAN,Other opex expenses,1.07,Rs. Lakhs
2024-Oct,FY 2024-25,MTP,Other opex expenses,0.84,Rs. Lakhs
2024-Oct,FY 2024-25,VIR,Other opex expenses,1.49,Rs. Lakhs
2024-Oct,FY 2024-25,ARK,Other opex expenses,2.18,Rs. Lakhs
2024-Oct,FY 2024-25,HSR,Other opex expenses,2.87,Rs. Lakhs
2024-Oct,FY 2024-25,CVR,Other opex expenses,1.05,Rs. Lakhs
2024-Oct,FY 2024-25,SJP,Other opex expenses,2.9,Rs. Lakhs
2024-Oct,FY 2024-25,ORW,Other opex expenses,1.08,Rs. Lakhs
2024-Oct,FY 2024-25,EST,Other opex expenses,1.19,Rs. Lakhs
2024-Oct,FY 2024-25,JPN,Other opex expenses,2.13,Rs. Lakhs
2024-Oct,FY 2024-25,PTP,Other opex expenses,1.29,Rs. Lakhs
2024-Oct,FY 2024-25,SYH,Other opex expenses,1.66,Rs. Lakhs
2024-Oct,FY 2024-25,ETF,Other opex expenses,1.01,Rs. Lakhs
